"PC9","CATEGORY","TITLE","PRICE","SOFT_MARKUP","HARD_MARKUP","THUMBNAIL_IMAGE","PC9_PAGE_URL"
"393980000","TShirts","Cali Tee Shirt","34.50000000","","24.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/393980000-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/393980000-front-pdp.jpg?$backoffice$"
"296710016","TShirts","Levi's® Authentic Logo Tee Shirt","29.50000000","","24.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/296710016-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/296710016-front-pdp.jpg?$backoffice$"
"264080000","Jeans","1976 501® Jeans","285.00000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/264080000-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/2016091/clothing/264080000-front-pdp.jpg?$backoffice$"
"295070051","Jeans","502™ Regular Taper Fit Advanced Stretch Jeans","59.50000000","","39.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/295070051-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/295070051-front-pdp.jpg?$backoffice$"
"276850011","Jackets","Levi's® NBA Club Coat","98.00000000","","59.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/276850011-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/276850011-front-pdp.jpg?$backoffice$"
"565860002","Jackets","Down Barstow Puffer Jacket","198.00000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/565860002-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/565860002-front-pdp.jpg?$backoffice$"
"362000015","Jeans","501® Original Cropped Jeans","128.00000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/362000015-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/362000015-front-pdp.jpg?$backoffice$"
"372540006","Jeans","Little Boys 4-7x 511™ Slim Fit Performance Jeans","42.00000000","24.99000000","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/372540006-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/372540006-front-pdp.jpg?$backoffice$"
"177830106","TShirts","Classic Graphic Tee Shirt","28.00000000","","14.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/177830106-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/177830106-front-pdp.jpg?$backoffice$"
"173690337","TShirts","Levi's® x Peanuts Perfect Graphic Tee Shirt","25.00000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/173690337-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/173690337-front-pdp.jpg?$backoffice$"
"371750008","Backpacks","Lost Coast Backpack","45.00000000","","19.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/371750008-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/371750008-front-pdp.jpg?$backoffice$"
"374900279","TShirts","Boys 8-20 Levi's® Graphic Tee Shirt","17.00000000","","9.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/374900279-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/374900279-front-pdp.jpg?$backoffice$"
"284270018","Jeans","505™C Slim Fit Jeans","128.00000000","","59.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/284270018-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/284270018-front-pdp.jpg?$backoffice$"
"477640001","Jackets","Lightweight Fishtail Parka Jacket","148.00000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/477640001-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/477640001-front-pdp.jpg?$backoffice$"
"360310004","JeanJacketsandTruckers","Corduroy Sherpa Coach's Trucker Jacket","98.00000000","","69.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/360310004-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/360310004-front-pdp.jpg?$backoffice$"
"289430017","JeanJacketsandTruckers","Type II Worn Trucker","298.00000000","","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/289430017-front-pdp.jpg?$backoffice$"
"005140796","Pants","514™ Straight Fit Corduroy Pants","59.50000000","","29.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/005140796-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/005140796-front-pdp.jpg?$backoffice$"
"299630004","Shorts","CoolMax Shortie Shorts","59.50000000","","19.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/299630004-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/299630004-front-pdp.jpg?$backoffice$"
"399690004","TShirts","Retro Ringer Graphic Tee Shirt","25.00000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/399690004-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/399690004-front-pdp.jpg?$backoffice$"
"359160001","Jeans","Runaround Super Skinny Jeans","59.50000000","","23.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/359160001-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/359160001-front-pdp.jpg?$backoffice$"
"296590003","Jackets","Presidio Parka","85.00000000","","54.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/296590003-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/296590003-front-pdp.jpg?$backoffice$"
"005140435","Jeans","514™ Straight Fit Stretch Jeans","59.50000000","","19.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/005140435-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/005140435-front-pdp.jpg?$backoffice$"
"282090004","JeanJacketsandTruckers","Wool Boyfriend Sherpa Trucker","178.00000000","","139.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/282090004-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/282090004-front-pdp.jpg?$backoffice$"
"005140918","Jeans","514™ Straight Fit Stretch Jeans","59.50000000","49.99000000","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/005140918-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/005140918-front-pdp.jpg?$backoffice$"
"236460012","Shorts","Shaping Bermuda (Plus Size)","44.50000000","","29.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/236460012-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/236460012-front-pdp.jpg?$backoffice$"
"779940057","JeanJacketsandTruckers","Original Trucker Jacket (Plus Size)","69.50000000","","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/779940057-front-pdp.jpg?$backoffice$"
"045110407","Jeans","511™ Slim Fit Stretch Jeans","69.50000000","59.99000000","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/045110407-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/045110407-front-pdp.jpg?$backoffice$"
"045112035","Pants","511™ Slim Fit Corduroy Pants","69.50000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/045112035-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/045112035-front-pdp.jpg?$backoffice$"
"196270059","Jeans","312 Shaping Slim Jeans","64.50000000","","49.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/196270059-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/196270059-front-pdp.jpg?$backoffice$"
"374900213","TShirts","Little Boys 4-7x Sportswear Logo Graphic Tee Shirt","17.00000000","7.99000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/374900213-front-pdp.jpg?$backoffice$"
"767670121","Hats","Levi's® X New Era® MLB Baseball Cap","26.00000000","","16.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/767670121-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/767670121-front-pdp.jpg?$backoffice$"
"380220087","Hats","Oversized Levi’s® Logo Beanie","24.00000000","18.99000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/380220087-front-pdp.jpg?$backoffice$"
"005051534","Jeans","505™ Regular Fit Stretch Jeans","59.50000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/005051534-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/005051534-front-pdp.jpg?$backoffice$"
"005012651","Jeans","501® Original Fit Stretch Jeans","59.50000000","49.99000000","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/005012651-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/005012651-front-pdp.jpg?$backoffice$"
"561290001","Tank Tops","Camisole","25.00000000","19.99000000","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/561290001-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/561290001-front-pdp.jpg?$backoffice$"
"577860000","Tank Tops","Colorblock Crop Tank Top","29.50000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/577860000-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/577860000-front-pdp.jpg?$backoffice$"
"559730002","Pants","Taper Trouser","188.00000000","","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/559730002-front-pdp.jpg?$backoffice$"
"372560004","Pants","Little Boys 4-7x Ripstop Joggers","46.00000000","","24.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/372560004-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/372560004-front-pdp.jpg?$backoffice$"
"296550012","Jackets","Engineer's Coat","89.50000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/296550012-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/296550012-front-pdp.jpg?$backoffice$"
"354490000","Jackets","Altered Bomber Jacket","160.00000000","","69.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/354490000-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/354490000-front-pdp.jpg?$backoffice$"
"045110970","Jeans","511™ Slim Fit Stretch Jeans","78.00000000","","18.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/045110970-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/045110970-front-pdp.jpg?$backoffice$"
"523480003","Jeans","Mile High Super Skinny Ankle Jeans","98.00000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/523480003-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/523480003-front-pdp.jpg?$backoffice$"
"295070009","Pants","502™ Regular Taper Fit Stretch Pants","59.50000000","49.99000000","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/295070009-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/295070009-front-pdp.jpg?$backoffice$"
"195090011","Pants","Tab Twill Trousers","240.00000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/195090011-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/195090011-front-pdp.jpg?$backoffice$"
"296420004","Shirts","Betty Shirt","64.50000000","","44.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/296420004-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/296420004-front-pdp.jpg?$backoffice$"
"589370005","Shirts","Ultimate Boyfriend Shirt","64.50000000","","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/589370005-front-pdp.jpg?$backoffice$"
"212310004","Shirts","Levi's® NFL Plaid Western Shirt","88.00000000","","44.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/212310004-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/212310004-front-pdp.jpg?$backoffice$"
"658240338","Shirts","Sunset One Pocket Shirt","69.50000000","","49.98000000","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/658240338-front-pdp.jpg?$backoffice$"
"393420008","Pants","Knit Athleisure Chinos","79.50000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/393420008-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/393420008-front-pdp.jpg?$backoffice$"
"523460003","Skirts","Deconstructed Skirt (Plus Size)","59.50000000","","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/523460003-front-pdp.jpg?$backoffice$"
"372520072","Jeans","Little Boys 4-7x 511™ Made To Play Slim Fit Jeans","42.00000000","24.99000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/372520072-front-pdp.jpg?$backoffice$"
"005012546","Jeans","Levi's® Made in the USA 501® Original Fit Selvedge Jeans","148.00000000","","79.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/005012546-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/005012546-front-pdp.jpg?$backoffice$"
"356160010","Shirts","Classic No Pocket Shirt","54.50000000","","29.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/356160010-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/356160010-front-pdp.jpg?$backoffice$"
"381410006","Hats","Ribbed Beanie","24.50000000","","14.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/381410006-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/381410006-front-pdp.jpg?$backoffice$"
"227910057","Jeans","Mile High Super Skinny Jeans","98.00000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/227910057-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/227910057-front-pdp.jpg?$backoffice$"
"588250000","Jeans","724 High Rise Straight Crop Jeans","98.00000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/588250000-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/588250000-front-pdp.jpg?$backoffice$"
"594050002","Pants","Wide Leg Pleated Corduroy Pants","79.50000000","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/594050002-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/594050002-front-pdp.jpg?$backoffice$"
"773290003","Pants","Baby 12-24M Corduroy Overalls","38.00000000","","14.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/773290003-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/773290003-front-pdp.jpg?$backoffice$"
"005012708","Jeans","Levi's® x Mickey Mouse 501® Original Fit Jeans","148.00000000","","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/005012708-front-pdp.jpg?$backoffice$"
"227910042","Jeans","Mile High Super Skinny Jeans","98.00000000","89.99000000","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/227910042-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/227910042-front-pdp.jpg?$backoffice$"
"195870093","Shirts","Classic Worker Shirt","45.00000000","","","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/195870093-front-pdp.jpg?$backoffice$"
"172690037","Shirts","Tailored Western Shirt","54.50000000","44.99000000","","https://lsco.scene7.com/is/image/lsco/Levis/clothing/172690037-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/172690037-front-pdp.jpg?$backoffice$"
"361970026","Jeans","501® Taper Jeans","148.00000000","","99.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/361970026-front-pdp.jpg?$grid_desktop_bottoms$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/361970026-front-pdp.jpg?$backoffice$"
"372520010","Jeans","Boys 8-20 511™ Slim Fit Jeans","44.00000000","","24.98000000","https://lsco.scene7.com/is/image/lsco/H1-18/clothing/372520010-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/H1-18/clothing/372520010-front-pdp.jpg?$backoffice$"
"771280256","Shoes","Folsom Boots","130.00000000","","69.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/771280256-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/771280256-front-pdp.jpg?$backoffice$"
"383660044","Shoes","Malibu Lady Patch Sneakers","40.00000000","","29.98000000","https://lsco.scene7.com/is/image/lsco/Levis/clothing/383660044-front-pdp.jpg?$grid_desktop_acc$","https://lsco.scene7.com/is/image/lsco/Levis/clothing/383660044-front-pdp.jpg?$backoffice$"
"374900240","TShirts","Baby 12-24M Graphic Tee Shirt","15.00000000","","11.98000000","https://lsco.scene7.com/is/image/lsco/H1-18/clothing/374900240-front-pdp.jpg?$grid_desktop_full$","https://lsco.scene7.com/is/image/lsco/H1-18/clothing/374900240-front-pdp.jpg?$backoffice$"
